Generated by http://statistics.gov.scot,2020-09-15T08:56:14+00:00
http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries,Population Estimates (Current Geographic Boundaries)
Reference Period,2018
Age,All
Sex,All
Measure (cell values): ,Count(People)

,,http://statistics.gov.scot/def/measure-properties/count
http://statistics.gov.scot/id/statistical-geography/S01012080,Paisley West - 07,848
http://statistics.gov.scot/id/statistical-geography/S01010056,Parkhead East and Braidfauld North - 01,566
http://statistics.gov.scot/id/statistical-geography/S01010057,Parkhead East and Braidfauld North - 02,543
http://statistics.gov.scot/id/statistical-geography/S01010058,Parkhead East and Braidfauld North - 03,792
http://statistics.gov.scot/id/statistical-geography/S01010059,Parkhead East and Braidfauld North - 04,627
http://statistics.gov.scot/id/statistical-geography/S01010060,Parkhead East and Braidfauld North - 05,1019
http://statistics.gov.scot/id/statistical-geography/S01010049,Parkhead West and Barrowfield - 01,874
http://statistics.gov.scot/id/statistical-geography/S01010050,Parkhead West and Barrowfield - 02,1890
http://statistics.gov.scot/id/statistical-geography/S01010051,Parkhead West and Barrowfield - 03,833
http://statistics.gov.scot/id/statistical-geography/S01010052,Parkhead West and Barrowfield - 04,918
http://statistics.gov.scot/id/statistical-geography/S01010053,Parkhead West and Barrowfield - 05,990
http://statistics.gov.scot/id/statistical-geography/S01010054,Parkhead West and Barrowfield - 06,623
http://statistics.gov.scot/id/statistical-geography/S01010055,Parkhead West and Barrowfield - 07,1216
http://statistics.gov.scot/id/statistical-geography/S01008464,Parkhead and Sighthill - 01,868
http://statistics.gov.scot/id/statistical-geography/S01008465,Parkhead and Sighthill - 02,753
http://statistics.gov.scot/id/statistical-geography/S01008466,Parkhead and Sighthill - 03,709
http://statistics.gov.scot/id/statistical-geography/S01008467,Parkhead and Sighthill - 04,800
http://statistics.gov.scot/id/statistical-geography/S01010393,Partick - 01,970
http://statistics.gov.scot/id/statistical-geography/S01010394,Partick - 02,973
http://statistics.gov.scot/id/statistical-geography/S01010395,Partick - 03,1045
http://statistics.gov.scot/id/statistical-geography/S01010396,Partick - 04,1051
http://statistics.gov.scot/id/statistical-geography/S01010397,Partickhill and Hyndland - 01,554
http://statistics.gov.scot/id/statistical-geography/S01010398,Partickhill and Hyndland - 02,1060
http://statistics.gov.scot/id/statistical-geography/S01010399,Partickhill and Hyndland - 03,1241
http://statistics.gov.scot/id/statistical-geography/S01010400,Partickhill and Hyndland - 04,1181
http://statistics.gov.scot/id/statistical-geography/S01010401,Partickhill and Hyndland - 05,724
http://statistics.gov.scot/id/statistical-geography/S01010402,Partickhill and Hyndland - 06,1003
http://statistics.gov.scot/id/statistical-geography/S01011388,Pather - 01,1116
http://statistics.gov.scot/id/statistical-geography/S01011389,Pather - 02,755
http://statistics.gov.scot/id/statistical-geography/S01011390,Pather - 03,821
http://statistics.gov.scot/id/statistical-geography/S01011391,Pather - 04,602
http://statistics.gov.scot/id/statistical-geography/S01011392,Pather - 05,691
http://statistics.gov.scot/id/statistical-geography/S01009527,Pathhead Central,674
http://statistics.gov.scot/id/statistical-geography/S01009524,Pathhead North West,713
http://statistics.gov.scot/id/statistical-geography/S01009528,Pathhead South and Sands,516
http://statistics.gov.scot/id/statistical-geography/S01011014,Pathhead and Rural East Midlothian - 01,798
http://statistics.gov.scot/id/statistical-geography/S01011015,Pathhead and Rural East Midlothian - 02,403
http://statistics.gov.scot/id/statistical-geography/S01011016,Pathhead and Rural East Midlothian - 03,1699
http://statistics.gov.scot/id/statistical-geography/S01011017,Pathhead and Rural East Midlothian - 04,1421
http://statistics.gov.scot/id/statistical-geography/S01011018,Pathhead and Rural East Midlothian - 05,832
http://statistics.gov.scot/id/statistical-geography/S01011019,Pathhead and Rural East Midlothian - 06,1462
http://statistics.gov.scot/id/statistical-geography/S01011020,Pathhead and Rural East Midlothian - 07,826
http://statistics.gov.scot/id/statistical-geography/S01009365,Pattiesmuir,543
http://statistics.gov.scot/id/statistical-geography/S01009698,Peat Inn and Dunino,597
http://statistics.gov.scot/id/statistical-geography/S01012251,Peebles - N - Connor St,946
http://statistics.gov.scot/id/statistical-geography/S01012253,Peebles - N - Cuddyside,825
http://statistics.gov.scot/id/statistical-geography/S01012255,Peebles - N - Eastgate,957
http://statistics.gov.scot/id/statistical-geography/S01012254,Peebles - N - March St,860
http://statistics.gov.scot/id/statistical-geography/S01012259,Peebles - S - Caledonian-Springhill,701
http://statistics.gov.scot/id/statistical-geography/S01012256,Peebles - S - Calvalry Park,1001
http://statistics.gov.scot/id/statistical-geography/S01012258,Peebles - S - Edderston Rd,732
http://statistics.gov.scot/id/statistical-geography/S01012257,Peebles - S - Gallow Hill,907
http://statistics.gov.scot/id/statistical-geography/S01012260,Peebles - S - Victoria Park,982
http://statistics.gov.scot/id/statistical-geography/S01012252,Peebles North - Dalatho,662
http://statistics.gov.scot/id/statistical-geography/S01010945,Penicuik East - 01,680
http://statistics.gov.scot/id/statistical-geography/S01010946,Penicuik East - 02,918
http://statistics.gov.scot/id/statistical-geography/S01010947,Penicuik East - 03,538
http://statistics.gov.scot/id/statistical-geography/S01010948,Penicuik East - 04,648
http://statistics.gov.scot/id/statistical-geography/S01010949,Penicuik North - 01,971
http://statistics.gov.scot/id/statistical-geography/S01010950,Penicuik North - 02,848
http://statistics.gov.scot/id/statistical-geography/S01010951,Penicuik North - 03,611
http://statistics.gov.scot/id/statistical-geography/S01010952,Penicuik North - 04,525
http://statistics.gov.scot/id/statistical-geography/S01010953,Penicuik North - 05,527
http://statistics.gov.scot/id/statistical-geography/S01010934,Penicuik Southeast - 01,1000
http://statistics.gov.scot/id/statistical-geography/S01010935,Penicuik Southeast - 02,651
http://statistics.gov.scot/id/statistical-geography/S01010936,Penicuik Southeast - 03,701
http://statistics.gov.scot/id/statistical-geography/S01010937,Penicuik Southeast - 04,694
http://statistics.gov.scot/id/statistical-geography/S01010938,Penicuik Southeast - 05,800
http://statistics.gov.scot/id/statistical-geography/S01010939,Penicuik Southwest - 01,479
http://statistics.gov.scot/id/statistical-geography/S01010940,Penicuik Southwest - 02,635
http://statistics.gov.scot/id/statistical-geography/S01010941,Penicuik Southwest - 03,803
http://statistics.gov.scot/id/statistical-geography/S01010942,Penicuik Southwest - 04,674
http://statistics.gov.scot/id/statistical-geography/S01010943,Penicuik Southwest - 05,604
http://statistics.gov.scot/id/statistical-geography/S01010944,Penicuik Southwest - 06,563
http://statistics.gov.scot/id/statistical-geography/S01009822,Penilee - 01,479
http://statistics.gov.scot/id/statistical-geography/S01009823,Penilee - 02,707
http://statistics.gov.scot/id/statistical-geography/S01009824,Penilee - 03,889
http://statistics.gov.scot/id/statistical-geography/S01009825,Penilee - 04,1045
http://statistics.gov.scot/id/statistical-geography/S01009826,Penilee - 05,597
http://statistics.gov.scot/id/statistical-geography/S01009827,Penilee - 06,863
http://statistics.gov.scot/id/statistical-geography/S01009828,Penilee - 07,719
http://statistics.gov.scot/id/statistical-geography/S01010954,Pentland - 01,710
http://statistics.gov.scot/id/statistical-geography/S01010955,Pentland - 02,1094
http://statistics.gov.scot/id/statistical-geography/S01010956,Pentland - 03,1337
http://statistics.gov.scot/id/statistical-geography/S01007689,Perth Road - 01,582
http://statistics.gov.scot/id/statistical-geography/S01007690,Perth Road - 02,900
http://statistics.gov.scot/id/statistical-geography/S01007691,Perth Road - 03,3009
http://statistics.gov.scot/id/statistical-geography/S01007692,Perth Road - 04,836
http://statistics.gov.scot/id/statistical-geography/S01007693,Perth Road - 05,1055
http://statistics.gov.scot/id/statistical-geography/S01007694,Perth Road - 06,999
http://statistics.gov.scot/id/statistical-geography/S01007078,Peterhead Bay - 01,811
http://statistics.gov.scot/id/statistical-geography/S01007079,Peterhead Bay - 02,954
http://statistics.gov.scot/id/statistical-geography/S01007080,Peterhead Bay - 03,722
http://statistics.gov.scot/id/statistical-geography/S01007081,Peterhead Harbour - 01,925
http://statistics.gov.scot/id/statistical-geography/S01007082,Peterhead Harbour - 02,463
http://statistics.gov.scot/id/statistical-geography/S01007083,Peterhead Harbour - 03,916
http://statistics.gov.scot/id/statistical-geography/S01007084,Peterhead Harbour - 04,636
http://statistics.gov.scot/id/statistical-geography/S01007085,Peterhead Harbour - 05,710
http://statistics.gov.scot/id/statistical-geography/S01007086,Peterhead Harbour - 06,1159
http://statistics.gov.scot/id/statistical-geography/S01007087,Peterhead Harbour - 07,822
http://statistics.gov.scot/id/statistical-geography/S01007088,Peterhead Harbour - 08,519
http://statistics.gov.scot/id/statistical-geography/S01007072,Peterhead Links - 01,618
http://statistics.gov.scot/id/statistical-geography/S01007073,Peterhead Links - 02,1194
http://statistics.gov.scot/id/statistical-geography/S01007074,Peterhead Links - 03,705
http://statistics.gov.scot/id/statistical-geography/S01007075,Peterhead Links - 04,666
http://statistics.gov.scot/id/statistical-geography/S01007076,Peterhead Links - 05,704
http://statistics.gov.scot/id/statistical-geography/S01007077,Peterhead Links - 06,627
http://statistics.gov.scot/id/statistical-geography/S01007089,Peterhead Ugieside - 01,530
http://statistics.gov.scot/id/statistical-geography/S01007090,Peterhead Ugieside - 02,498
http://statistics.gov.scot/id/statistical-geography/S01007091,Peterhead Ugieside - 03,817
http://statistics.gov.scot/id/statistical-geography/S01007092,Peterhead Ugieside - 04,538
http://statistics.gov.scot/id/statistical-geography/S01007093,Peterhead Ugieside - 05,974
http://statistics.gov.scot/id/statistical-geography/S01007094,Peterhead Ugieside - 06,834
http://statistics.gov.scot/id/statistical-geography/S01011630,Petersburn - 01,608
http://statistics.gov.scot/id/statistical-geography/S01011631,Petersburn - 02,616
http://statistics.gov.scot/id/statistical-geography/S01011632,Petersburn - 03,713
http://statistics.gov.scot/id/statistical-geography/S01011633,Petersburn - 04,684
http://statistics.gov.scot/id/statistical-geography/S01011634,Petersburn - 05,560
http://statistics.gov.scot/id/statistical-geography/S01011635,Petersburn - 06,672
http://statistics.gov.scot/id/statistical-geography/S01010203,Petershill - 01,861
http://statistics.gov.scot/id/statistical-geography/S01010204,Petershill - 02,786
http://statistics.gov.scot/id/statistical-geography/S01010205,Petershill - 03,619
http://statistics.gov.scot/id/statistical-geography/S01010206,Petershill - 04,0
http://statistics.gov.scot/id/statistical-geography/S01010207,Petershill - 05,284
http://statistics.gov.scot/id/statistical-geography/S01010208,Petershill - 06,1030
http://statistics.gov.scot/id/statistical-geography/S01007977,Piersland - 01,615
http://statistics.gov.scot/id/statistical-geography/S01007978,Piersland - 02,567
http://statistics.gov.scot/id/statistical-geography/S01007979,Piersland - 03,805
http://statistics.gov.scot/id/statistical-geography/S01007980,Piersland - 04,709
http://statistics.gov.scot/id/statistical-geography/S01007981,Piersland - 05,515
http://statistics.gov.scot/id/statistical-geography/S01008813,Pilrig - 01,1038
http://statistics.gov.scot/id/statistical-geography/S01008814,Pilrig - 02,928
http://statistics.gov.scot/id/statistical-geography/S01008815,Pilrig - 03,911
http://statistics.gov.scot/id/statistical-geography/S01008816,Pilrig - 04,626
http://statistics.gov.scot/id/statistical-geography/S01009311,Pitbauchlie West,764
http://statistics.gov.scot/id/statistical-geography/S01009360,Pitbauchlie and Pitcorthie North West,790
http://statistics.gov.scot/id/statistical-geography/S01009603,Pitcairn,535
http://statistics.gov.scot/id/statistical-geography/S01009355,Pitcorthie Central,853
http://statistics.gov.scot/id/statistical-geography/S01009356,Pitcorthie East,885
http://statistics.gov.scot/id/statistical-geography/S01009342,Pitcorthie North,731
http://statistics.gov.scot/id/statistical-geography/S01009343,Pitcorthie North East,547
http://statistics.gov.scot/id/statistical-geography/S01009337,Pitcorthie North West,720
http://statistics.gov.scot/id/statistical-geography/S01009362,Pitcorthie West,945
http://statistics.gov.scot/id/statistical-geography/S01009599,Pitcoudie,808
http://statistics.gov.scot/id/statistical-geography/S01012009,Pitlochry - 01,705
http://statistics.gov.scot/id/statistical-geography/S01012010,Pitlochry - 02,1344
http://statistics.gov.scot/id/statistical-geography/S01012011,Pitlochry - 03,1139
http://statistics.gov.scot/id/statistical-geography/S01012012,Pitlochry - 04,720
http://statistics.gov.scot/id/statistical-geography/S01009361,Pitreavie,768
http://statistics.gov.scot/id/statistical-geography/S01009358,Pitreavie Castle East and Heathery,663
http://statistics.gov.scot/id/statistical-geography/S01009357,Pitreavie Castle West,510
http://statistics.gov.scot/id/statistical-geography/S01009299,Pittencrieff,1149
http://statistics.gov.scot/id/statistical-geography/S01009703,Pittenweem East,570
http://statistics.gov.scot/id/statistical-geography/S01009704,Pittenweem West,855
http://statistics.gov.scot/id/statistical-geography/S01009583,Pitteuchar Central,787
http://statistics.gov.scot/id/statistical-geography/S01009582,Pitteuchar North East,525
http://statistics.gov.scot/id/statistical-geography/S01009586,Pitteuchar South,659
http://statistics.gov.scot/id/statistical-geography/S01009581,Pitteuchar South East,555
http://statistics.gov.scot/id/statistical-geography/S01009585,Pitteuchar West,926
